season,game_date,game_type,team_1,team_1_score,team_1_advantage,team_2,team_2_score,team_2_advantage,overtime,location
2019,2018-11-21,R,Army,91,1,SUNY Maritime,40,-1,null,null
2019,2018-11-21,R,Minnesota,68,0,Washington,66,0,null,"Vancouver, BC"
2019,2018-11-21,R,Portland,73,1,South Carolina Upstate,56,-1,null,null
2019,2018-11-21,R,Gonzaga,89,0,Duke,87,0,null,"Lahaina, HI"
2019,2018-11-21,R,Utah Valley,87,0,Long Beach State,72,0,null,"Las Vegas, NV"
2019,2018-11-21,R,Wyoming,68,0,Richmond,66,0,null,"Fort Myers, FL"
2019,2018-11-21,R,Louisiana,68,0,Tulane,61,0,null,"Estero, FL"
2019,2018-11-21,R,Boston College,78,0,Loyola Chicago,66,0,null,"Fort Myers, FL"
2019,2018-11-21,R,Toledo,67,0,UC Irvine,60,0,null,"Estero, FL"
2019,2018-11-21,R,Creighton,87,0,Clemson,82,0,null,"George Town, Cayman Islands"
2019,2018-11-21,R,Mississippi State,61,0,St Mary's CA,57,0,null,"Las Vegas, NV"
2019,2018-11-21,R,Xavier,83,0,Illinois,74,0,null,"Lahaina, HI"
2019,2018-11-21,R,Arizona State,87,0,Utah State,82,0,null,"Las Vegas, NV"
2019,2018-11-21,R,Auburn,73,0,Arizona,57,0,null,"Lahaina, HI"
2019,2018-11-21,R,Bradley,59,0,Penn State,56,0,null,"Riviera Maya, Mexico"
2019,2018-11-21,R,SMU,77,0,Wright State,76,0,null,"Riviera Maya, Mexico"
2019,2018-11-21,R,Akron,61,0,St. Bonaventure,49,0,null,"George Town, Cayman Islands"
2019,2018-11-21,R,UTSA,76,0,Florida Gulf Coast,65,0,null,"Estero, FL"
2019,2018-11-21,R,Southern Miss,68,0,Western Carolina,63,0,null,"Riviera Maya, Mexico"
2019,2018-11-21,R,Illinois State,73,0,Boise State,70,0,null,"George Town, Cayman Islands"
2019,2018-11-21,R,South Dakota State,78,0,Colorado State,65,0,null,"Estero, FL"
2019,2018-11-21,R,Iona,80,0,Hartford,75,0,null,"Las Vegas, NV"
2019,2018-11-21,R,Iowa State,87,0,San Diego State,57,0,null,"Lahaina, HI"
2019,2018-11-21,R,Jacksonville State,83,0,North Florida,78,0,null,"Riviera Maya, Mexico"
2019,2018-11-21,R,Georgia State,91,0,Georgia,67,0,null,"George Town, Cayman Islands"
2019,2018-11-22,R,Fresno State,78,0,Northwestern,59,0,null,"Fullerton, CA"
2019,2018-11-22,R,Seton Hall,82,0,Grand Canyon,75,0,null,"Fullerton, CA"
2019,2018-11-22,R,Hawaii,90,0,Utah,79,0,null,"Fullerton, CA"
2019,2018-11-22,R,Miami,85,0,La Salle,49,0,null,"Fullerton, CA"
2019,2018-11-22,R,Massachusetts,84,0,Southern Illinois,62,0,null,"Las Vegas, NV"
2019,2018-11-22,R,Oklahoma State,84,0,Memphis,64,0,null,"Kissimmee, FL"
2019,2018-11-22,R,Texas,92,0,North Carolina,89,0,null,"Las Vegas, NV"
2019,2018-11-22,R,Villanova,83,0,Canisius,56,0,null,"Kissimmee, FL"
2019,2018-11-22,R,Michigan State,87,0,UCLA,67,0,null,"Las Vegas, NV"
2019,2018-11-22,R,Pacific,74,1,UC Riverside,54,-1,null,null
2019,2018-11-22,R,LSU,67,0,Col Charleston,55,0,null,"Kissimmee, FL"
2019,2018-11-22,R,Abilene Christian,72,0,Elon,56,0,null,"Stockton, CA"
2019,2018-11-22,R,Florida State,81,0,UAB,63,0,null,"Kissimmee, FL"
2019,2018-11-22,R,Nevada,96,0,Tulsa,86,0,null,"Las Vegas, NV"
2019,2018-11-22,R,Wisconsin,78,0,Oklahoma,58,0,null,"Nassau, Bahamas"
2019,2018-11-22,R,Virginia,66,0,Dayton,59,0,null,"Nassau, Bahamas"
2019,2018-11-22,R,Florida,72,0,Stanford,49,0,null,"Nassau, Bahamas"
2019,2018-11-22,R,Butler,84,0,Middle Tennessee,53,0,null,"Nassau, Bahamas"
2019,2018-11-23,R,Little Rock,97,1,Howard,76,-1,null,null
2019,2018-11-23,R,Arkansas-Pine Bluff,115,0,California Baptist,107,0,3,"Little Rock, AR"
2019,2018-11-23,R,Rutgers,54,1,Boston University,44,-1,null,null
2019,2018-11-23,R,Portland,72,1,Cal Poly,67,-1,null,null
2019,2018-11-23,R,Eastern Illinois,79,0,Gardner-Webb,78,0,null,"Asheville, NC"
2019,2018-11-23,R,Houston Christian,93,-1,Wake Forest,91,1,1,null
2019,2018-11-23,R,Old Dominion,77,0,Idaho,73,0,null,"Boise, ID"
2019,2018-11-23,R,UT Rio Grande Valley,77,1,Lamar,75,-1,null,null
2019,2018-11-23,R,UMass Lowell,88,1,MA Boston,59,-1,null,null
2019,2018-11-23,R,Wofford,97,1,Mars Hill,46,-1,null,null
2019,2018-11-23,R,Northern Illinois,87,0,Oral Roberts,66,0,null,"Oakland, MI"
2019,2018-11-23,R,Charleston Southern,93,0,Coppin State,67,0,null,"Spartanburg, SC"
2019,2018-11-23,R,Indiana,76,1,UC Davis,62,-1,null,null
2019,2018-11-23,R,IU Indianapolis,68,0,St Francis NY,48,0,null,"Niagara, NY"
2019,2018-11-23,R,Texas State,82,0,South Carolina Upstate,50,0,null,"Portland, OR"
2019,2018-11-23,R,UNLV,76,1,Southern Utah,71,-1,null,null
2019,2018-11-23,R,Samford,74,-1,Purdue Fort Wayne,66,1,null,null
2019,2018-11-23,R,Ole Miss,78,0,Baylor,70,0,null,"Niceville, FL"
2019,2018-11-23,R,Oakland,77,1,James Madison,69,-1,null,null
2019,2018-11-23,R,Kent State,77,-1,Vanderbilt,75,1,null,null
2019,2018-11-23,R,UC Santa Barbara,76,0,Portland State,69,0,null,"Boise, ID"
2019,2018-11-23,R,Purdue,84,1,Robert Morris,46,-1,null,null
2019,2018-11-23,R,WI Milwaukee,79,1,UAlbany,70,-1,null,null
2019,2018-11-23,R,UNC Wilmington,78,0,Arkansas State,64,0,null,"Asheville, NC"
2019,2018-11-23,R,Florida International,104,1,Ave Maria,84,-1,null,null
2019,2018-11-23,R,Michigan,83,1,Chattanooga,55,-1,null,null
2019,2018-11-23,R,Seattle U,82,1,Denver,63,-1,null,null
2019,2018-11-23,R,Texas A&M,74,1,South Alabama,62,-1,null,null
2019,2018-11-23,R,Western Michigan,85,0,Southern,70,0,null,"Niceville, FL"
2019,2018-11-23,R,VMI,87,-1,Stetson,79,1,1,null
2019,2018-11-23,R,Arkansas,78,1,UT Arlington,60,-1,null,null
2019,2018-11-23,R,Kentucky,77,1,Tennessee State,62,-1,null,null
2019,2018-11-23,R,Abilene Christian,73,-1,Pacific,71,1,null,null
2019,2018-11-23,R,Northwestern State,70,1,Alabama A&M,66,-1,1,null
2019,2018-11-23,R,Cincinnati,71,0,George Mason,55,0,null,"Niceville, FL"
2019,2018-11-23,R,UC Riverside,77,0,Elon,64,0,null,"Stockton, CA"
2019,2018-11-23,R,McNeese,80,1,Mississippi Col,42,-1,null,null
2019,2018-11-23,R,Tennessee Tech,79,1,UL Monroe,73,-1,null,null
2019,2018-11-23,R,Nicholls St,77,0,North Carolina Central,63,0,null,"Niceville, FL"
2019,2018-11-23,R,Old Dominion,72,1,Northern Iowa,65,-1,null,null
2019,2018-11-23,R,Georgia Tech,65,1,Prairie View A&M,54,-1,null,null
2019,2018-11-23,R,Longwood,67,0,Fairfield,65,0,null,"Seattle, WA"
2019,2018-11-23,R,Liberty,76,1,Alcorn State,54,-1,null,null
2019,2018-11-23,R,Grambling,74,-1,Niagara,68,1,null,null
2019,2018-11-23,R,Maryland,104,1,Marshall,67,-1,null,null
2019,2018-11-23,R,UNC Greensboro,84,-1,Delaware,65,1,null,null
2019,2018-11-23,R,Ohio State,89,1,Cleveland State,62,-1,null,null
2019,2018-11-23,R,Oklahoma,65,0,Dayton,54,0,null,"Nassau, Bahamas"
2019,2018-11-23,R,Villanova,77,0,Oklahoma State,58,0,null,"Kissimmee, FL"
2019,2018-11-23,R,Memphis,71,0,Canisius,63,0,null,"Kissimmee, FL"
2019,2018-11-23,R,Miami,78,0,Fresno State,76,0,null,"Fullerton, CA"
2019,2018-11-23,R,Virginia,53,0,Wisconsin,46,0,null,"Nassau, Bahamas"
2019,2018-11-23,R,North Carolina,94,0,UCLA,78,0,null,"Las Vegas, NV"
2019,2018-11-23,R,Florida State,79,0,LSU,76,0,1,"Kissimmee, FL"
2019,2018-11-23,R,Northwestern,91,0,La Salle,74,0,null,"Fullerton, CA"
2019,2018-11-23,R,Michigan State,78,0,Texas,68,0,null,"Las Vegas, NV"
2019,2018-11-23,R,Marquette,77,0,Louisville,74,0,1,"Brooklyn, NY"
2019,2018-11-23,R,Stanford,67,0,Middle Tennessee,54,0,null,"Nassau, Bahamas"
2019,2018-11-23,R,Col Charleston,74,0,UAB,51,0,null,"Kissimmee, FL"
2019,2018-11-23,R,Utah,75,0,Grand Canyon,66,0,null,"Fullerton, CA"
2019,2018-11-23,R,Butler,61,0,Florida,54,0,null,"Nassau, Bahamas"
2019,2018-11-23,R,Kansas,87,0,Tennessee,81,0,1,"Brooklyn, NY"
2019,2018-11-23,R,Nevada,110,0,Massachusetts,87,0,null,"Las Vegas, NV"
2019,2018-11-23,R,Seton Hall,64,0,Hawaii,54,0,null,"Fullerton, CA"
2019,2018-11-23,R,Southern Illinois,79,0,Tulsa,69,0,null,"Las Vegas, NV"
2019,2018-11-24,R,American University,73,-1,UMBC,69,1,null,null
2019,2018-11-24,R,Ohio,85,1,Austin Peay,82,-1,1,null
2019,2018-11-24,R,Ball State,82,1,Evansville,72,-1,null,null
2019,2018-11-24,R,Buffalo,76,1,Marist,49,-1,null,null
2019,2018-11-24,R,Georgetown,93,1,Campbell,85,-1,null,null
2019,2018-11-24,R,The Citadel,84,-1,South Florida,81,1,null,null
2019,2018-11-24,R,Davidson,78,1,Northeastern,69,-1,null,null
2019,2018-11-24,R,Washington State,80,1,Delaware State,52,-1,null,null
2019,2018-11-24,R,Detroit Mercy,78,-1,Eastern Michigan,74,1,null,null
2019,2018-11-24,R,Gardner-Webb,81,0,UNC Wilmington,72,0,null,"Asheville, NC"
2019,2018-11-24,R,George Washington,70,1,Manhattan,43,-1,null,null
2019,2018-11-24,R,Harvard,74,-1,St Mary's CA,68,1,null,null
2019,2018-11-24,R,VCU,69,1,Hofstra,67,-1,1,null
2019,2018-11-24,R,UIC,94,1,WI Parkside,74,-1,null,null
2019,2018-11-24,R,Indiana State,63,1,Western Kentucky,54,-1,null,null
2019,2018-11-24,R,James Madison,78,0,Northern Illinois,74,0,null,"Oakland, MI"
2019,2018-11-24,R,Kansas State,77,1,Lehigh,58,-1,null,null
2019,2018-11-24,R,NJIT,77,-1,Long Island University,70,1,null,null
2019,2018-11-24,R,NC State,78,1,Mercer,74,-1,null,null
2019,2018-11-24,R,Murray State,77,1,Missouri State,66,-1,null,null
2019,2018-11-24,R,Princeton,60,-1,Montana State,57,1,null,null
2019,2018-11-24,R,Omaha,89,1,Montana St,65,-1,null,null
2019,2018-11-24,R,Texas Tech,93,1,Northern Colorado,62,-1,null,null
2019,2018-11-24,R,Portland State,91,0,Old Dominion,75,0,null,"Boise, ID"
2019,2018-11-24,R,Texas State,91,-1,Portland,68,1,null,null
2019,2018-11-24,R,Virginia Tech,75,1,St. Francis (PA),37,-1,null,null
2019,2018-11-24,R,Cal Poly,75,0,South Carolina Upstate,74,0,1,"Portland, OR"
2019,2018-11-24,R,Colgate,84,-1,Siena,79,1,null,null
2019,2018-11-24,R,Sacramento State,87,1,Cal State Fullerton,82,-1,1,null
2019,2018-11-24,R,San Francisco,84,1,Dartmouth,65,-1,null,null
2019,2018-11-24,R,Notre Dame,95,1,DePaul,70,-1,null,null
2019,2018-11-24,R,Stony Brook,68,-1,Rhode Island,58,1,null,null
2019,2018-11-24,R,Rider,89,-1,Wagner,65,1,null,null
2019,2018-11-24,R,Binghamton,78,1,Sacred Heart,73,-1,null,null
2019,2018-11-24,R,UC Santa Barbara,66,0,Idaho,55,0,null,"Boise, ID"
2019,2018-11-24,R,Providence,91,1,Iona,79,-1,null,null
2019,2018-11-24,R,UNC Greensboro,80,0,Louisiana Tech,73,0,null,"Newark, DE"
2019,2018-11-24,R,Oakland,87,1,Oral Roberts,76,-1,null,null
2019,2018-11-24,R,Santa Clara,71,-1,San Jose State,63,1,null,null
2019,2018-11-24,R,Eastern Illinois,90,0,Arkansas State,86,0,1,"Asheville, NC"
2019,2018-11-24,R,Saint Louis,73,1,Central Arkansas,61,-1,null,null
2019,2018-11-24,R,High Point,55,-1,East Carolina,52,1,null,null
2019,2018-11-24,R,Western Carolina,77,1,Jacksonville,65,-1,null,null
2019,2018-11-24,R,William & Mary,87,1,St Joseph's PA,85,-1,null,null
2019,2018-11-24,R,East Tennessee State,79,1,North Dakota State,61,-1,null,null
2019,2018-11-24,R,New Mexico,84,1,UTEP,78,-1,null,null
2019,2018-11-24,R,West Virginia,88,1,Valparaiso,76,-1,null,null
2019,2018-11-24,R,Abilene Christian,60,0,UC Riverside,48,0,null,"Stockton, CA"
2019,2018-11-24,R,Denver,64,0,Longwood,62,0,null,"Seattle, WA"
2019,2018-11-24,R,Illinois State,79,1,Lindenwood,62,-1,null,null
2019,2018-11-24,R,Colorado,93,-1,Air Force,56,1,null,null
2019,2018-11-24,R,Miami (OH),85,1,Army,55,-1,null,null
2019,2018-11-24,R,Pacific,65,1,Elon,57,-1,null,null
2019,2018-11-24,R,Belmont,91,-1,Kennesaw State,53,1,null,null
2019,2018-11-24,R,Utah Valley,74,1,North Dakota,68,-1,null,null
2019,2018-11-24,R,North Texas,75,1,Saint Peter's,66,-1,null,null
2019,2018-11-24,R,Houston,76,-1,BYU,62,1,null,null
2019,2018-11-24,R,Seattle U,83,1,Fairfield,80,-1,null,null
2019,2018-11-24,R,Troy,77,1,North Alabama,58,-1,null,null
2019,2018-11-24,R,Savannah State,80,0,Alcorn State,75,0,null,"Lynchburg, VA"
2019,2018-11-24,R,San Diego,76,1,Jackson State,58,-1,null,null
2019,2018-11-24,R,Nebraska,73,1,Western Illinois,49,-1,null,null
2019,2018-11-24,R,Bradley,86,1,Chicago State,70,-1,null,null
2019,2018-11-24,R,Hartford,93,1,W New England,53,-1,null,null
2019,2018-11-24,R,Kansas City,94,1,Avila,58,-1,null,null
2019,2018-11-24,R,UCF,66,1,Northern Kentucky,53,-1,null,null
2019,2018-11-24,R,Loyola Marymount,71,1,Florida A&M,63,-1,null,null
2019,2018-11-24,R,Pennsylvania,112,1,R Stockton,63,-1,null,null
2019,2018-11-24,R,Cincinnati,71,0,Ole Miss,57,0,null,"Niceville, FL"
2019,2018-11-24,R,North Carolina Central,83,0,Southern,71,0,null,"Niceville, FL"
2019,2018-11-24,R,Nicholls St,62,0,Western Michigan,61,0,1,"Niceville, FL"
2019,2018-11-24,R,Howard,86,0,California Baptist,84,0,null,"Little Rock, AR"
2019,2018-11-24,R,Maryland Eastern Shore,77,1,Central Penn,52,-1,null,null
2019,2018-11-24,R,Baylor,72,0,George Mason,61,0,null,"Niceville, FL"
2019,2018-11-24,R,Arkansas-Pine Bluff,75,0,Little Rock,66,0,null,null
2019,2018-11-24,R,Winthrop,116,1,Warren Wilson,76,-1,null,null
2019,2018-11-24,R,IU Indianapolis,80,0,Grambling,69,0,null,"Niagara, NY"
2019,2018-11-24,R,St Francis NY,75,0,Niagara,63,0,null,"Niagara, NY"
2019,2018-11-24,R,New Orleans,97,1,Governors St,53,-1,null,null
2019,2018-11-25,R,Bowling Green,81,1,Drexel,71,-1,null,null
2019,2018-11-25,R,Brown,84,1,Bryant,60,-1,null,null
2019,2018-11-25,R,Bucknell,69,-1,Vermont,61,1,null,null
2019,2018-11-25,R,Central Connecticut,88,1,Pine Manor,59,-1,null,null
2019,2018-11-25,R,Columbia,85,1,Saint Joseph's,38,-1,null,null
2019,2018-11-25,R,UConn,91,1,New Hampshire,66,-1,null,null
2019,2018-11-25,R,UNC Wilmington,82,0,Eastern Illinois,65,0,null,"Asheville, NC"
2019,2018-11-25,R,Florida Atlantic,85,1,Florida Gulf Coast,68,-1,null,null
2019,2018-11-25,R,Furman,65,-1,UNC Asheville,51,1,null,null
2019,2018-11-25,R,Hampton,86,-1,Richmond,66,1,null,null
2019,2018-11-25,R,SIU Edwardsville,80,1,Incarnate Word,68,-1,null,null
2019,2018-11-25,R,Oral Roberts,78,0,James Madison,69,0,1,"Oakland, MI"
2019,2018-11-25,R,Quinnipiac,58,1,Maine,50,-1,null,null
2019,2018-11-25,R,Morgan State,78,1,Mount St. Mary's,68,-1,null,null
2019,2018-11-25,R,Purdue Fort Wayne,82,-1,Cleveland State,79,1,null,null
2019,2018-11-25,R,Duquesne,83,1,UMass Lowell,71,-1,null,null
2019,2018-11-25,R,Lafayette,80,-1,Fairleigh Dickinson,76,1,null,null
2019,2018-11-25,R,Oregon State,75,-1,Long Beach State,72,1,null,null
2019,2018-11-25,R,Northern Illinois,92,-1,Oakland,72,1,null,null
2019,2018-11-25,R,Wichita State,90,1,Rice,61,-1,null,null
2019,2018-11-25,R,Arkansas State,77,0,Gardner-Webb,69,0,null,"Asheville, NC"
2019,2018-11-25,R,Central Michigan,103,1,Siena Hts,75,-1,null,null
2019,2018-11-25,R,Lipscomb,87,-1,Morehead State,55,1,null,null
2019,2018-11-25,R,USC,90,1,Cal State Bakersfield,75,-1,null,null
2019,2018-11-25,R,Seattle U,70,1,Longwood,50,-1,null,null
2019,2018-11-25,R,Fordham,77,1,Alabama A&M,46,-1,null,null
2019,2018-11-25,R,Stephen F. Austin,73,1,St Edward's,60,-1,null,null
2019,2018-11-25,R,Illinois,86,1,Mississippi Valley State,67,-1,null,null
2019,2018-11-25,R,Towson,85,1,Loyola Maryland,69,-1,null,null
2019,2018-11-25,R,Liberty,82,1,Savannah State,56,-1,null,null
2019,2018-11-25,R,Fairfield,86,0,Denver,85,0,null,"Seattle, WA"
2019,2018-11-25,R,Wm Carey,78,-1,Southern Miss,72,1,null,null
2019,2018-11-25,R,Samford,77,1,South Carolina State,60,-1,null,null
2019,2018-11-25,R,UAB,68,0,Canisius,58,0,null,"Kissimmee, FL"
2019,2018-11-25,R,Villanova,66,0,Florida State,60,0,null,"Kissimmee, FL"
2019,2018-11-25,R,Northwestern,79,0,Utah,57,0,null,"Fullerton, CA"
2019,2018-11-25,R,Fresno State,79,0,Hawaii,64,0,null,"Fullerton, CA"
2019,2018-11-25,R,Oklahoma State,90,0,LSU,77,0,null,"Kissimmee, FL"
2019,2018-11-25,R,Col Charleston,78,0,Memphis,75,0,null,"Kissimmee, FL"
2019,2018-11-25,R,Grand Canyon,82,0,La Salle,70,0,null,"Fullerton, CA"
2019,2018-11-25,R,Seton Hall,83,0,Miami,81,0,null,"Fullerton, CA"
2019,2018-11-26,R,Alabama,78,1,Murray State,72,-1,null,null
2019,2018-11-26,R,App State,91,1,Winstom-Salem,64,-1,null,null
2019,2018-11-26,R,Bethune-Cookman,84,1,Stetson,74,-1,null,null
2019,2018-11-26,R,Radford,102,1,Glenville St,69,-1,null,null
2019,2018-11-26,R,Gonzaga,102,1,North Dakota State,60,-1,null,null
2019,2018-11-26,R,UTSA,86,-1,Houston Christian,82,1,null,null
2019,2018-11-26,R,Iowa State,82,1,Omaha,55,-1,null,null
2019,2018-11-26,R,UT Rio Grande Valley,68,1,TAM C. Christi,59,-1,null,null
2019,2018-11-26,R,TCU,87,1,Eastern Michigan,69,-1,null,null
2019,2018-11-26,R,Wofford,81,-1,South Carolina,61,1,null,null
2019,2018-11-26,R,Boston College,68,1,Minnesota,56,-1,null,null
2019,2018-11-26,R,California,78,1,Santa Clara,66,-1,null,null
2019,2018-11-26,R,Delaware,75,1,Louisiana Tech,71,-1,null,null
2019,2018-11-26,R,Pepperdine,97,1,Idaho State,82,-1,null,null
2019,2018-11-26,R,Texas Southern,89,-1,Oregon,84,1,null,null
2019,2018-11-26,R,SE Louisiana,86,1,Louisiana Chr,71,-1,null,null
2019,2018-11-26,R,Mississippi State,88,1,Alcorn State,65,-1,null,null
2019,2018-11-26,R,Nebraska,68,-1,Clemson,66,1,null,null
2019,2018-11-27,R,Ball State,108,1,Tiffin,62,-1,null,null
2019,2018-11-27,R,Drake,83,1,Boise State,74,-1,null,null
2019,2018-11-27,R,Davidson,76,1,Charlotte,56,-1,null,null
2019,2018-11-27,R,The Citadel,112,1,High Point,87,-1,null,null
2019,2018-11-27,R,Southern Illinois,82,-1,Colorado State,67,1,null,null
2019,2018-11-27,R,UConn,97,1,UMass Lowell,75,-1,null,null
2019,2018-11-27,R,Washington State,103,1,Cal State Northridge,94,-1,null,null
2019,2018-11-27,R,Pennsylvania,76,-1,Delaware State,48,1,null,null
2019,2018-11-27,R,Washington,83,1,Eastern Washington,59,-1,null,null
2019,2018-11-27,R,Notre Dame,76,1,Illinois,74,-1,null,null
2019,2018-11-27,R,Ohio,89,1,Iona,65,-1,null,null
2019,2018-11-27,R,Iowa,69,1,Pittsburgh,68,-1,null,null
2019,2018-11-27,R,SMU,79,1,Lamar,65,-1,null,null
2019,2018-11-27,R,Southeast Missouri State,72,1,Missouri S&T,69,-1,null,null
2019,2018-11-27,R,Northern Kentucky,93,-1,Morehead State,71,1,null,null
2019,2018-11-27,R,Wisconsin,79,1,NC State,75,-1,null,null
2019,2018-11-27,R,Stony Brook,79,-1,Norfolk State,73,1,null,null
2019,2018-11-27,R,Tulsa,72,1,UT Arlington,58,-1,null,null
2019,2018-11-27,R,Baylor,63,1,South Dakota,57,-1,null,null
2019,2018-11-27,R,Marquette,76,1,Charleston Southern,55,-1,null,null
2019,2018-11-27,R,Providence,69,1,Fairleigh Dickinson,59,-1,null,null
2019,2018-11-27,R,Sacred Heart,98,1,Hartford,89,-1,null,null
2019,2018-11-27,R,Louisville,82,1,Michigan State,78,-1,1,null
2019,2018-11-27,R,Nevada,79,-1,Loyola Chicago,65,1,null,null
2019,2018-11-27,R,St. John's,85,1,Maryland Eastern Shore,64,-1,null,null
2019,2018-11-27,R,Penn State,63,1,Virginia Tech,62,-1,null,null
2019,2018-11-27,R,American University,74,-1,VMI,64,1,null,null
2019,2018-11-27,R,Duke,90,1,Indiana,69,-1,null,null
2019,2018-11-27,R,UNC Wilmington,95,1,East Carolina,86,-1,null,null
2019,2018-11-27,R,Temple,79,-1,Missouri,77,1,null,null
2019,2018-11-27,R,Wake Forest,71,1,Western Carolina,64,-1,null,null
2019,2018-11-27,R,East Tennessee State,69,-1,Georgia Southern,64,1,null,null
2019,2018-11-27,R,Abilene Christian,90,1,Howard Payne,53,-1,null,null
2019,2018-11-27,R,Wright State,58,1,Cedarville,39,-1,null,null
2019,2018-11-27,R,Florida,98,1,North Florida,66,-1,null,null
2019,2018-11-27,R,Cincinnati,105,1,Arkansas-Pine Bluff,49,-1,null,null
2019,2018-11-27,R,Montana St,81,1,North Dakota,76,-1,null,null
2019,2018-11-27,R,UL Monroe,80,-1,Northwestern State,52,1,null,null
2019,2018-11-27,R,Georgia,84,1,Kennesaw State,51,-1,null,null
2019,2018-11-27,R,Oklahoma,73,1,North Texas,57,-1,null,null
2019,2018-11-27,R,Vanderbilt,120,1,Savannah State,85,-1,null,null
2019,2018-11-27,R,San Diego State,87,1,Jackson State,44,-1,null,null
2019,2018-11-27,R,St. Francis (PA),113,1,Bloomsburg,59,-1,null,null
2019,2018-11-27,R,Elon,92,1,Central Penn,59,-1,null,null
2019,2018-11-27,R,Chattanooga,95,1,Hiwassee,62,-1,null,null
2019,2018-11-27,R,Mercer,90,1,Brewton-Parker,65,-1,null,null
2019,2018-11-27,R,UNC Greensboro,111,1,Greensboro,33,-1,null,null
2019,2018-11-27,R,Weber State,100,1,Benedictine AZ,61,-1,null,null
2019,2018-11-27,R,Southern,74,1,Wiley,65,-1,null,null
2019,2018-11-27,R,Idaho,98,1,W Coast Bap,44,-1,null,null
2019,2018-11-28,R,Akron,86,1,Alabama State,54,-1,null,null
2019,2018-11-28,R,Arizona State,89,1,Omaha,71,-1,null,null
2019,2018-11-28,R,Central Arkansas,78,1,Little Rock,65,-1,null,null
2019,2018-11-28,R,Boston University,82,-1,New Hampshire,53,1,null,null
2019,2018-11-28,R,Northeastern,96,-1,Bucknell,78,1,null,null
2019,2018-11-28,R,Kent State,76,-1,Detroit Mercy,72,1,null,null
2019,2018-11-28,R,NJIT,70,-1,Drexel,67,1,null,null
2019,2018-11-28,R,Tennessee,95,1,Eastern Kentucky,67,-1,null,null
2019,2018-11-28,R,Georgetown,90,1,Richmond,82,-1,null,null
2019,2018-11-28,R,Vermont,69,-1,George Washington,53,1,null,null
2019,2018-11-28,R,UCLA,80,1,Hawaii,61,-1,null,null
2019,2018-11-28,R,Kentucky,90,1,Montana State,44,-1,null,null
2019,2018-11-28,R,Princeton,73,-1,Maine,59,1,null,null
2019,2018-11-28,R,Massachusetts,69,1,Quinnipiac,62,-1,null,null
2019,2018-11-28,R,Rutgers,57,-1,Miami,54,1,null,null
2019,2018-11-28,R,Michigan,84,1,North Carolina,67,-1,null,null
2019,2018-11-28,R,New Mexico State,62,-1,UTEP,58,1,null,null
2019,2018-11-28,R,Green Bay,85,1,Northern Illinois,83,-1,null,null
2019,2018-11-28,R,Toledo,80,1,North Alabama,59,-1,null,null
2019,2018-11-28,R,Stanford,79,1,Portland State,67,-1,null,null
2019,2018-11-28,R,Robert Morris,76,1,Youngstown State,56,-1,null,null
2019,2018-11-28,R,South Florida,75,1,Stetson,71,-1,null,null
2019,2018-11-28,R,UC Irvine,80,-1,St Mary's CA,75,1,null,null
2019,2018-11-28,R,IU Indianapolis,85,1,Bradley,73,-1,null,null
2019,2018-11-28,R,Rhode Island,71,1,Brown,51,-1,null,null
2019,2018-11-28,R,Yale,103,-1,Bryant,61,1,null,null
2019,2018-11-28,R,DePaul,83,1,Cleveland State,73,-1,null,null
2019,2018-11-28,R,Northern Colorado,88,-1,Denver,72,1,null,null
2019,2018-11-28,R,Evansville,86,1,Wyoming,78,-1,null,null
2019,2018-11-28,R,Gardner-Webb,74,-1,South Carolina Upstate,61,1,null,null
2019,2018-11-28,R,George Mason,82,1,Morgan State,75,-1,null,null
2019,2018-11-28,R,Hofstra,94,1,Siena,86,-1,null,null
2019,2018-11-28,R,Houston,58,1,UT Rio Grande Valley,53,-1,null,null
2019,2018-11-28,R,Indiana State,86,-1,San Jose State,57,1,null,null
2019,2018-11-28,R,Xavier,82,1,Miami (OH),55,-1,null,null
2019,2018-11-28,R,West Virginia,92,1,Rider,78,-1,null,null
2019,2018-11-28,R,Purdue Fort Wayne,104,-1,Eastern Illinois,60,1,null,null
2019,2018-11-28,R,Auburn,99,1,Saint Peter's,49,-1,null,null
2019,2018-11-28,R,St. Bonaventure,70,1,Canisius,55,-1,null,null
2019,2018-11-28,R,Cornell,63,-1,Lafayette,58,1,1,null
2019,2018-11-28,R,USC,75,1,Long Beach State,65,-1,null,null
2019,2018-11-28,R,Louisiana,77,-1,New Orleans,73,1,1,null
2019,2018-11-28,R,Texas State,74,1,Rice,60,-1,null,null
2019,2018-11-28,R,Southern Miss,71,1,South Alabama,67,-1,null,null
2019,2018-11-28,R,Central Michigan,81,-1,Sam Houston,65,1,null,null
2019,2018-11-28,R,Florida International,81,-1,Florida Gulf Coast,80,1,null,null
2019,2018-11-28,R,Fresno State,81,1,Pacific,78,-1,1,null
2019,2018-11-28,R,Georgia State,80,-1,Tulane,76,1,null,null
2019,2018-11-28,R,Harvard,73,1,Holy Cross,62,-1,null,null
2019,2018-11-28,R,St Joseph's PA,89,1,UIC,75,-1,null,null
2019,2018-11-28,R,Seattle U,107,1,Northwest WA,72,-1,null,null
2019,2018-11-28,R,Old Dominion,62,1,VCU,52,-1,null,null
2019,2018-11-28,R,St Francis NY,90,-1,Presbyterian,86,1,null,null
